,Title,GPU,RAM,Processor,Monitor,System,Prices
5753,MSI GL65 Leopard 10SCSR-048XPL 8 GB RAM,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i5-10300H,"15.6""",Windows 10 Home,4715.3
5754,MSI GL65 Leopard 10SCSR-048XPL 8 GB RAM,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i5-10300H,"15.6""",Windows 10 Pro,4483.51
5755,MSI GL65 Leopard 10SCXR-008XPL,NVIDIA GeForce GTX 1650,8 GB,Intel Core i5-10300H,"15.6""",Brak,2997.48
5756,MSI GL65 Leopard 10SCXR-009XPL,NVIDIA GeForce GTX 1650,8 GB,Intel Core i7-10750H,"15.6""",Brak,3599.0
5757,MSI GL65 Leopard 10SDR-421XPL,NVIDIA GeForce GTX 1660 Ti,8 GB,Intel Core i7-10750H,"15.6""",Brak,4709.06
5758,MSI GL65 Leopard 10SDR-421XPL,NVIDIA GeForce GTX 1660 Ti,8 GB,Intel Core i7-10750H,"15.6""",Brak,4299.0
5759,MSI GL65 Leopard 10SER-420XPL,NVIDIA GeForce RTX 2060,8 GB,Intel Core i7-10750H,"15.6""",Brak,4999.0
5760,MSI GL75 Leopard 10SCSR-035XPL,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i7-10750H,"17.3""",Brak,4399.0
5761,MSI GL75 Leopard 10SCSR-036XPL,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i5-10300H,"17.3""",Brak,4406.0
5762,MSI GL75 Leopard 10SCSR-036XPL 16 GB RAM,NVIDIA GeForce GTX 1650 Ti,16 GB,Intel Core i5-10300H,"17.3""",Windows 10 Pro,5323.5
5763,MSI GL75 Leopard 10SCSR-036XPL 16 GB RAM,NVIDIA GeForce GTX 1650 Ti,16 GB,Intel Core i5-10300H,"17.3""",Brak,4684.38
5764,MSI GL75 Leopard 10SCSR-036XPL 16 GB RAM,NVIDIA GeForce GTX 1650 Ti,16 GB,Intel Core i5-10300H,"17.3""",Windows 10 Home,5176.52
5765,MSI GL75 Leopard 10SCSR-036XPL 8 GB RAM,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i5-10300H,"17.3""",Windows 10 Pro,5144.87
5766,MSI GL75 Leopard 10SCSR-036XPL 8 GB RAM,NVIDIA GeForce GTX 1650 Ti,8 GB,Intel Core i5-10300H,"17.3""",Windows 10 Home,4997.9
5767,MSI GL75 Leopard 10SCXR-028XPL 16 GB RAM,NVIDIA GeForce GTX 1650,16 GB,Intel Core i7-10750H,"17.3""",Brak,3566.18
5768,MSI GL75 Leopard 10SDR-260XPL,NVIDIA GeForce GTX 1660 Ti,8 GB,Intel Core i7-10750H,"17.3""",Brak,4899.0
5769,MSI GL75 Leopard 10SDR-260XPL,NVIDIA GeForce GTX 1660 Ti,8 GB,Intel Core i7-10750H,"17.3""",Brak,5320.76
5770,MSI GP66 Leopard 10UG-422XPL,NVIDIA GeForce RTX 3070 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Brak,8599.0
5771,MSI GS66 Stealth 10UG-482PL,NVIDIA GeForce RTX 3070 Laptop GPU,32 GB,Intel Core i7-10870H,"15.6""",Windows 10 Pro,11299.0
5772,MSI Laptop Creator 15 A10UET-201PL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10875H,"15.6""",Windows 10 Pro,10199.0
5773,MSI Laptop Creator 15 A10UET-201PL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10875H,"15.6""",Windows 10 Pro,10699.0
5774,MSI Laptop Creator 15 A10UET-201PL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10875H,"15.6""",Windows 10 Pro,11099.0
5775,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,6266.71
5776,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,5249.0
5777,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Brak,5240.26
5778,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,5099.0
5779,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,6374.76
5780,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Brak,5099.0
5781,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,5449.0
5782,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Brak,5726.48
5783,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,5299.0
5784,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,5599.0
5785,MSI Laptop GF63 Thin 10UD-257XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,5699.0
5786,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,5899.0
5787,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,4799.0
5788,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,5942.57
5789,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,5299.0
5790,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Brak,4916.11
5791,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,5399.0
5792,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Brak,5399.0
5793,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Brak,5402.33
5794,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Brak,4799.0
5795,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,5564.4
5796,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Brak,5199.0
5797,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,6050.62
5798,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,5699.0
5799,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,5999.0
5800,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,5799.0
5801,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,16 GB,Intel Core i5-10500H,"15.6""",Windows 10 Home,4999.0
5802,MSI Laptop GF63 Thin 10UD-258XPL ,NVIDIA GeForce RTX 3050 Ti Laptop GPU,8 GB,Intel Core i5-10500H,"15.6""",Windows 10 Pro,4949.0
5803,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,5949.0
5804,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,6399.0
5805,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,5999.0
5806,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,6549.0
5807,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Brak,5549.0
5808,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,5799.0
5809,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,6199.0
5810,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Home,6199.0
5811,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Brak,5749.0
5812,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i7-10750H,"15.6""",Brak,5949.0
5813,MSI Laptop GF65 Thin 10UE-051XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i7-10750H,"15.6""",Windows 10 Pro,6349.0
5814,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6999.0
5815,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,7149.0
5816,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,7049.0
5817,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5449.0
5818,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5999.0
5819,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,6599.0
5820,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6599.0
5821,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5799.0
5822,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5199.0
5823,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5699.0
5824,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5399.0
5825,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5699.0
5826,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5099.0
5827,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5099.0
5828,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5099.0
5829,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5699.0
5830,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5699.0
5831,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6349.0
5832,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5099.0
5833,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6349.0
5834,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6349.0
5835,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5849.0
5836,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5449.0
5837,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6699.0
5838,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5649.0
5839,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5649.0
5840,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6699.0
5841,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6299.0
5842,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5649.0
5843,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6299.0
5844,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6299.0
5845,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,4949.0
5846,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5949.0
5847,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5999.0
5848,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5949.0
5849,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,6399.0
5850,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6599.0
5851,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6050.62
5852,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,32 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6499.0
5853,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5699.0
5854,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,32 GB,Intel Core i5-10200H,"15.6""",Brak,6049.0
5855,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6499.0
5856,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6499.0
5857,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6049.0
5858,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5749.0
5859,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5299.0
5860,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6449.0
5861,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6449.0
5862,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5699.0
5863,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5349.0
5864,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5349.0
5865,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5249.0
5866,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5699.0
5867,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6099.0
5868,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6099.0
5869,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6549.0
5870,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,6099.0
5871,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5399.0
5872,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5240.26
5873,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5199.0
5874,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5799.0
5875,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5199.0
5876,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5799.0
5877,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,6099.0
5878,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5999.0
5879,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6099.0
5880,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,32 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6599.0
5881,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6149.0
5882,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5299.0
5883,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5899.0
5884,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6149.0
5885,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5499.0
5886,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6849.0
5887,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5899.0
5888,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6149.0
5889,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,6266.71
5890,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5499.0
5891,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5499.0
5892,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,5499.0
5893,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6199.0
5894,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5899.0
5895,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5899.0
5896,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5899.0
5897,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6860.98
5898,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,6199.0
5899,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,5599.0
5900,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,4899.0
5901,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5499.0
5902,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Brak,5499.0
5903,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,8 GB,Intel Core i5-10200H,"15.6""",Brak,4899.0
5904,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Pro,6249.0
5905,MSI Laptop GF65 Thin 10UE-052XPL ,NVIDIA GeForce RTX 3060 Laptop GPU,16 GB,Intel Core i5-10200H,"15.6""",Windows 10 Home,5499.0
5906,MSI Laptop GF65 Thin 9SEXR-825XPL ,NVIDIA GeForce RTX 2060,8 GB,Intel Core i5-9300H,"15.6""",Windows 10 Pro,4749.0
5907,MSI Laptop GF65 Thin 9SEXR-825XPL ,NVIDIA GeForce RTX 2060,8 GB,Intel Core i5-9300H,"15.6""",Windows 10 Home,5199.0
5908,MSI Laptop GF65 Thin 9SEXR-825XPL ,NVIDIA GeForce RTX 2060,16 GB,Intel Core i5-9300H,"15.6""",Windows 10 Home,5399.0
5909,MSI Laptop GF65 Thin 9SEXR-825XPL ,NVIDIA GeForce RTX 2060,16 GB,Intel Core i5-9300H,"15.6""",Windows 10 Pro,5199.0
